position,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,eigencentrality,playerID,PlayerName2,WeightedDegree,Modularity
T,4.963235,5,0.338685,0.361061,0.000447,0.014579,0.014576,0.000628,0.138224,42654,La'el Collins,4.963235,5
C,1.102941,5,0.300429,0.316104,0.000015,0.005008,0.005007,0.000242,0.048639,46284,Bradley Bozeman,1.102941,3
RB,6.032766,5,0.325306,0.345444,0.000852,0.009008,0.009008,0.000439,0.087578,55014,Raheem Blackshear,6.032766,3
RB,6.982359,5,0.319701,0.341039,0.001814,0.006932,0.006931,0.000576,0.069245,53746,Spencer Brown,6.982359,0
WR,0.381986,5,0.28839,0.301872,0,0.002243,0.002243,0.000145,0.021435,48415,Deonte Harty,0.381986,0
WR,4.014719,5,0.310484,0.3304,0.000076,0.011571,0.01157,0.000402,0.110345,43336,Michael Thomas,4.014719,3
TE,6.276942,4,0.359897,0.382522,0.000608,0.022061,0.022058,0.00066,0.209912,52942,Juwan Johnson,6.276942,6
FB,0.652395,6,0.289419,0.303831,0,0.00325,0.003249,0.000166,0.031144,53932,Adam Prentice,0.652395,3
RB,2.569909,6,0.291722,0.308539,0.000002,0.005266,0.005266,0.00024,0.050997,52762,Tony Jones,2.569909,3
FS,7.121134,5,0.34375,0.367911,0.000211,0.016271,0.016273,0.000479,0.157428,40031,Logan Ryan,7.121134,3
TE,0.890379,5,0.331254,0.346136,0.00003,0.006071,0.006071,0.000236,0.05861,43383,Nick Vannett,0.890379,5
WR,4.589245,5,0.348023,0.368149,0.000249,0.015668,0.015666,0.000518,0.148698,46160,Tre'Quan Smith,4.589245,6
TE,2.284376,5,0.340934,0.359188,0.000121,0.011836,0.011835,0.000375,0.112111,52513,Adam Trautman,2.284376,6
OLB,10.388543,5,0.351518,0.379978,0.001681,0.020864,0.020867,0.000915,0.197738,37145,Justin Houston,10.388543,5
TE,4.144461,5,0.338685,0.358896,0.00015,0.014415,0.014413,0.00048,0.134211,45094,Johnny Mundt,4.144461,2
RB,23.090647,5,0.359058,0.38881,0.001746,0.036445,0.03644,0.001111,0.344357,47885,Alexander Mattison,23.090647,4
T,2.757353,5,0.326479,0.344102,0.000145,0.007451,0.00745,0.000371,0.074165,54537,Abraham Lucas,2.757353,2
WR,11.90608,5,0.352161,0.3804,0.00199,0.030028,0.030024,0.000953,0.275893,52441,Tee Higgins,11.90608,5
G,5.030371,5,0.334274,0.356277,0.000347,0.011281,0.011279,0.000604,0.116232,54555,Dylan Parham,5.030371,7
OLB,1.863354,5,0.291943,0.303171,0,0.001782,0.001782,0.000145,0.016682,52482,Zack Baun,1.863354,2
WR,7.584433,5,0.348337,0.370054,0.000584,0.017431,0.017429,0.000666,0.165048,52595,Donovan Peoples-Jones,7.584433,5
WR,9.745205,5,0.354104,0.379167,0.001985,0.027554,0.02755,0.000922,0.254669,42347,Amari Cooper,9.745205,5
T,3.71337,5,0.339282,0.360238,0.001504,0.012958,0.012956,0.000574,0.122391,52418,Jedrick Wills,3.71337,5
G,3.308824,5,0.329201,0.346786,0.000163,0.007118,0.007117,0.00038,0.071691,54660,Jamaree Salyer,3.308824,3
RB,4.596273,5,0.298971,0.314805,0.000022,0.005019,0.005018,0.000255,0.048444,54588,Isaiah Spiller,4.596273,0
WR,0.261366,5,0.304649,0.319177,0,0.002909,0.002909,0.000145,0.028499,48119,Penny Hart,0.261366,0
DT,3.674063,5,0.327729,0.346926,0.000086,0.009217,0.009218,0.000295,0.086198,55173,Timmy Horne,3.674063,0
TE,0.127551,6,0.274314,0.287013,0,0.001252,0.001252,0.000122,0.011911,52598,Charlie Woerner,0.127551,0
RB,5.207957,5,0.307079,0.325357,0.000064,0.007597,0.007596,0.000328,0.072741,42416,Tevin Coleman,5.207957,0
OLB,8.867851,5,0.370281,0.396028,0.000968,0.025283,0.025287,0.000688,0.240727,52525,D.J. Wonnum,8.867851,6
ILB,32.597978,5,0.382704,0.41368,0.002053,0.048227,0.048234,0.001096,0.452422,42388,Eric Kendricks,32.597978,6
DT,19.066524,5,0.363465,0.39171,0.001506,0.028217,0.02822,0.000883,0.267939,44867,Dalvin Tomlinson,19.066524,6
SS,16.756132,5,0.377451,0.407944,0.001876,0.041039,0.041044,0.001083,0.386803,38559,Harrison Smith,16.756132,6
WR,4.487765,5,0.339731,0.357955,0.000196,0.012061,0.01206,0.000481,0.115505,53098,Marquez Callaway,4.487765,6
OLB,4.524924,5,0.349762,0.371374,0.000163,0.012475,0.012477,0.000355,0.122441,53639,Victor Dimukeje,4.524924,2
FS,9.85047,5,0.348574,0.376872,0.001227,0.01937,0.019372,0.000806,0.197401,53472,Trevon Moehrig,9.85047,7
DT,5.224283,5,0.324142,0.343366,0.000314,0.006607,0.006607,0.000323,0.067487,54591,Neil Farrell,5.224283,7
DT,2.83889,5,0.318973,0.334708,0.000017,0.005621,0.005621,0.000237,0.054328,46841,Matt Dickerson,2.83889,0
OLB,2.231001,5,0.305071,0.318366,0.000022,0.002763,0.002763,0.000229,0.02698,48013,Quinton Bell,2.231001,0
DT,5.339103,5,0.316417,0.333193,0.000035,0.006049,0.006049,0.000294,0.059101,38619,Akiem Hicks,5.339103,3
ILB,38.139001,5,0.38404,0.417846,0.005457,0.04992,0.049926,0.001542,0.470267,42427,Jordan Hicks,38.139001,6
CB,11.523274,5,0.377174,0.4054,0.002606,0.03574,0.035745,0.000947,0.336895,46652,Chandon Sullivan,11.523274,6
CB,9.946388,5,0.376252,0.404751,0.001614,0.03384,0.033845,0.000949,0.319275,37078,Patrick Peterson,9.946388,6
CB,13.780456,5,0.375427,0.405639,0.002189,0.037119,0.037125,0.001047,0.349889,52497,Cameron Dantzler,13.780456,6
OLB,27.094136,5,0.383753,0.41671,0.005996,0.042281,0.042287,0.001504,0.403263,42431,Danielle Hunter,27.094136,6
NT,11.097193,5,0.337497,0.361515,0.00024,0.015639,0.015641,0.000432,0.146164,45226,Josh Tupou,11.097193,3
ILB,4.960158,5,0.339731,0.359481,0.000094,0.011618,0.01162,0.00033,0.115585,45008,Tanner Vallejo,4.960158,2
T,2.757353,5,0.328009,0.345974,0.00018,0.008344,0.008342,0.000377,0.08135,44844,Ryan Ramczyk,2.757353,3
C,1.838235,5,0.329835,0.346418,0.000117,0.007496,0.007494,0.000316,0.071578,47831,Erik McCoy,1.838235,6
TE,2.968111,5,0.33247,0.351461,0.000151,0.009818,0.009817,0.00042,0.097006,52541,Colby Parkinson,2.968111,2
CB,9.350759,5,0.338983,0.362024,0.000314,0.016505,0.016507,0.000474,0.156605,46278,Cornell Armstrong,9.350759,0
CB,8.712991,5,0.344982,0.369242,0.00039,0.01759,0.017592,0.000533,0.169042,46127,Isaiah Oliver,8.712991,0
TE,1.631531,5,0.331183,0.34868,0.000017,0.008752,0.008751,0.000231,0.079642,52673,Mitchell Wilcox,1.631531,5
RB,19.224129,5,0.351358,0.378452,0.000919,0.024323,0.02432,0.000876,0.24544,46100,Sony Michel,19.224129,0
DE,18.614165,5,0.3781,0.409177,0.00549,0.034067,0.034073,0.001307,0.341958,41231,Khalil Mack,18.614165,7
DT,1.428571,5,0.295926,0.309372,0,0.002618,0.002619,0.000143,0.024263,42553,Christian Ringo,1.428571,2
DE,18.09314,5,0.378657,0.410703,0.004649,0.034836,0.034842,0.001322,0.333659,42465,Za'Darius Smith,18.09314,6
G,0.183824,6,0.267547,0.278755,0,0.000725,0.000725,0.000123,0.007143,48485,Blake Hance,0.183824,0
T,1.838235,5,0.304228,0.319946,0.000042,0.004185,0.004185,0.000249,0.041567,53584,Jaylon Moore,1.838235,0
T,6.617647,5,0.340031,0.362165,0.000343,0.015955,0.015952,0.000507,0.149154,47794,Jonah Williams,6.617647,5
TE,0.650283,5,0.307079,0.323333,0.000045,0.003139,0.003139,0.000235,0.032068,52659,Stephen Sullivan,0.650283,1
T,0.367647,5,0.296496,0.308279,0.000002,0.002087,0.002087,0.000145,0.01971,41667,Josh Wells,0.367647,2
T,4.411765,5,0.336759,0.356093,0.000236,0.013463,0.013461,0.000432,0.127253,53452,Christian Darrisaw,4.411765,5
WR,14.524584,5,0.349365,0.378907,0.001005,0.029113,0.029109,0.000986,0.292765,41282,Davante Adams,14.524584,7
G,2.990931,5,0.336612,0.357002,0.000152,0.011559,0.011558,0.000417,0.108962,47906,Ben Powers,2.990931,3
T,2.573529,5,0.318907,0.336277,0.000108,0.006467,0.006466,0.000348,0.065719,53499,Brady Christensen,2.573529,1
FS,13.11998,5,0.369482,0.398983,0.00161,0.037904,0.037909,0.000966,0.355359,53554,Camryn Bynum,13.11998,6
CB,3.859323,5,0.336391,0.355909,0.000216,0.011974,0.011976,0.000416,0.114474,43986,Antonio Hamilton,3.859323,6
OLB,9.232584,5,0.358891,0.385422,0.000394,0.027971,0.027975,0.000552,0.256443,52506,Malik Harrison,9.232584,5
OLB,1.221417,5,0.303748,0.321677,0.00003,0.004783,0.004784,0.000222,0.047524,54565,Myjai Sanders,1.221417,2
TE,3.607996,5,0.334347,0.35368,0.000075,0.012691,0.012689,0.000375,0.119111,42033,Cameron Brate,3.607996,0
G,0.551471,5,0.305981,0.319102,0.000012,0.002843,0.002842,0.000172,0.027159,47821,Cody Ford,0.551471,6
G,1.838235,5,0.323665,0.338506,0.000243,0.005211,0.00521,0.00035,0.053679,54599,Spencer Burford,1.838235,0
DT,21.165734,5,0.366144,0.392998,0.00158,0.026946,0.026948,0.000802,0.254844,46165,Harrison Phillips,21.165734,6
SS,2.561634,5,0.312183,0.329535,0.000008,0.004807,0.004808,0.000191,0.048243,46378,J.T. Gray,2.561634,2
G,5.147059,5,0.323122,0.344848,0.000228,0.010584,0.010582,0.000548,0.109203,48158,Alex Bars,5.147059,7
OLB,12.60052,5,0.358473,0.386807,0.001712,0.024884,0.024887,0.000844,0.241746,41227,Jadeveon Clowney,12.60052,5
CB,17.702523,5,0.368686,0.400649,0.003071,0.032834,0.032839,0.001079,0.321584,44830,Adoree' Jackson,17.702523,1
CB,9.115951,5,0.356399,0.382143,0.000685,0.019208,0.01921,0.000595,0.190691,52518,Darnay Holmes,9.115951,1
FS,20.652777,5,0.369216,0.400898,0.001953,0.036096,0.036101,0.001008,0.350412,52444,Xavier McKinney,20.652777,1
SS,26.167856,5,0.36467,0.398214,0.002791,0.036632,0.036636,0.00119,0.359625,47891,Julian Love,26.167856,1
DT,3.802769,5,0.330614,0.350833,0.000105,0.008829,0.00883,0.000318,0.084069,53561,Tommy Togiai,3.802769,2
MLB,8.900558,5,0.337867,0.361991,0.000469,0.014621,0.014623,0.000564,0.14127,44974,Anthony Walker,8.900558,3
QB,15.640084,5,0.339506,0.371418,0.003084,0.034982,0.034978,0.00137,0.329615,33099,Joe Flacco,15.640084,5
T,2.559774,6,0.310046,0.329686,0.000071,0.009245,0.009244,0.000361,0.087573,54576,Max Mitchell,2.559774,5
TE,11.782244,5,0.359645,0.388864,0.001719,0.033976,0.033971,0.00104,0.317099,46226,Tyler Conklin,11.782244,5
G,2.37595,5,0.312817,0.330693,0.000084,0.006093,0.006092,0.000323,0.058348,53443,Alijah Vera-Tucker,2.37595,3
RB,14.341493,5,0.346145,0.370931,0.000748,0.019164,0.019161,0.000719,0.191366,52520,Joshua Kelley,14.341493,3
T,1.838235,5,0.308185,0.323626,0.000031,0.004519,0.004518,0.000245,0.045754,45630,Storm Norton,1.838235,7
RB,3.462563,5,0.330047,0.346201,0.000039,0.006671,0.00667,0.000286,0.067158,54725,Zander Horvath,3.462563,7
T,4.963235,5,0.333261,0.353225,0.000297,0.010185,0.010183,0.000501,0.103979,47874,Trey Pipkins,4.963235,6
DT,9.322763,5,0.358807,0.384784,0.000954,0.020294,0.020296,0.0007,0.194505,46098,Taven Bryan,9.322763,3
DE,7.459,5,0.362438,0.387976,0.000809,0.02195,0.021953,0.000605,0.210358,54543,Alex Wright,7.459,3
DE,21.910051,5,0.369659,0.40118,0.002912,0.032479,0.032484,0.001113,0.312535,44813,Myles Garrett,21.910051,3
NT,19.660172,5,0.367542,0.399567,0.003873,0.030033,0.030037,0.001108,0.294601,47800,Dexter Lawrence,19.660172,1
ILB,2.822038,5,0.326548,0.34579,0.000211,0.007674,0.007675,0.000331,0.076645,45352,Austin Calitro,2.822038,1
DT,14.907783,5,0.35,0.37868,0.00288,0.017096,0.017098,0.000878,0.172573,42349,Leonard Williams,14.907783,2
DT,14.596532,5,0.357973,0.386439,0.002826,0.023658,0.023661,0.000879,0.232501,40171,Nicholas Williams,14.596532,1
DT,2.57764,5,0.311363,0.326623,0.00001,0.003352,0.003352,0.000171,0.033784,54612,D.J. Davidson,2.57764,1
DE,15.48037,5,0.362183,0.391613,0.001465,0.026332,0.026335,0.000821,0.256919,43333,Jihad Ward,15.48037,1
SS,7.279577,5,0.356895,0.38382,0.00081,0.021862,0.021865,0.000627,0.210852,54579,Dane Belton,7.279577,1
ILB,21.128404,5,0.368421,0.400487,0.002656,0.034798,0.034803,0.00102,0.339893,52663,Tae Crowder,21.128404,1
CB,11.351655,5,0.356152,0.385011,0.001366,0.024242,0.024245,0.000823,0.23747,44893,Fabian Moreau,11.351655,1
MLB,5.213293,5,0.352968,0.377273,0.000288,0.018951,0.018954,0.000451,0.182971,54611,Micah McFadden,5.213293,1
SS,2.073889,5,0.325926,0.344654,0.00005,0.008986,0.008987,0.000282,0.086885,40737,Tony Jefferson,2.073889,1
OLB,19.472691,5,0.34992,0.375292,0.00066,0.021559,0.021561,0.000703,0.215471,52471,Willie Gay,19.472691,0
OLB,9.250544,5,0.34889,0.375271,0.000747,0.018223,0.018226,0.000615,0.178221,47878,Oshane Ximines,9.250544,1
CB,2.3048,5,0.31746,0.335639,0.000192,0.007056,0.007056,0.000303,0.06913,54546,Cordale Flott,2.3048,1
CB,0.220723,6,0.268106,0.282652,0,0.001434,0.001434,0.000153,0.014809,47823,Trayvon Mullen,0.220723,1
WR,4.270382,5,0.325238,0.345152,0.000257,0.008227,0.008227,0.000484,0.082437,53488,Terrace Marshall,4.270382,1
CB,0.968872,5,0.291667,0.306158,0,0.002157,0.002157,0.000174,0.021842,46630,Jalen Davis,0.968872,3
C,4.411765,5,0.340633,0.362424,0.000506,0.014822,0.01482,0.000568,0.139329,43433,Connor McGovern,4.411765,5
QB,15.487364,5,0.348574,0.38658,0.002666,0.050845,0.050839,0.001556,0.477824,44814,Mitchell Trubisky,15.487364,3
RB,50.630525,5,0.361418,0.394946,0.003018,0.05224,0.052233,0.001393,0.478634,54501,Breece Hall,50.630525,5
WR,9.586547,5,0.346535,0.371093,0.000826,0.019632,0.019629,0.000767,0.196059,44819,Mike Williams,9.586547,0
WR,12.117184,5,0.348574,0.373268,0.00106,0.025083,0.02508,0.00081,0.233539,48097,Jakobi Meyers,12.117184,5
QB,11.949976,5,0.353535,0.385065,0.002629,0.03511,0.035107,0.001263,0.330714,54602,Bailey Zappe,11.949976,5
RB,81.9084,5,0.377174,0.42105,0.011186,0.075129,0.075118,0.002318,0.697994,53549,Rhamondre Stevenson,81.9084,5
WR,4.755288,5,0.340783,0.362554,0.000295,0.017539,0.017537,0.00057,0.161142,42357,DeVante Parker,4.755288,5
TE,5.401869,5,0.348337,0.371937,0.000463,0.021791,0.021789,0.000636,0.20178,44912,Jonnu Smith,5.401869,5
WR,3.711601,5,0.339956,0.360087,0.000215,0.012747,0.012746,0.000418,0.12104,54515,Tyquan Thornton,3.711601,5
T,1.102941,6,0.302198,0.318268,0.000029,0.004058,0.004057,0.000247,0.03992,43295,Ronnie Stanley,1.102941,1
G,4.411765,5,0.338462,0.360238,0.000574,0.013615,0.013613,0.000577,0.131075,42477,Mark Glowinski,4.411765,6
T,3.72478,5,0.343597,0.36632,0.000328,0.015408,0.015406,0.000498,0.145912,54472,Evan Neal,3.72478,5
QB,45.470074,5,0.375152,0.427857,0.017734,0.087207,0.087194,0.003136,0.83071,47789,Daniel Jones,45.470074,5
T,2.805662,5,0.336245,0.357165,0.000205,0.011335,0.011334,0.000424,0.109262,52412,Andrew Thomas,2.805662,5
G,0.551471,6,0.283766,0.296613,0.000003,0.001598,0.001597,0.000149,0.015561,42476,Max Garcia,0.551471,6
G,2.389706,5,0.307385,0.325141,0.000058,0.006695,0.006694,0.000325,0.064613,46338,Jeremiah Kolone,2.389706,6
DT,1.149068,5,0.308247,0.322771,0,0.003666,0.003667,0.000142,0.033633,53661,Phil Hoskins,1.149068,5
DT,4.179973,5,0.331611,0.352522,0.000106,0.010496,0.010496,0.000289,0.097007,52592,Bravvion Roy,4.179973,5
WR,1.386033,5,0.315251,0.331634,0.000079,0.005702,0.005702,0.000246,0.053247,53520,Anthony Schwartz,1.386033,5
DE,8.454699,5,0.364152,0.39158,0.002254,0.024769,0.024772,0.000885,0.233272,46255,Jake Martin,8.454699,5
RB,0.975652,5,0.307447,0.322522,0,0.004456,0.004456,0.000166,0.040357,53640,Demetric Felton,0.975652,5
FS,0.968872,5,0.308,0.322067,0,0.00429,0.00429,0.000168,0.038927,54833,Tony Adams,0.968872,5
DT,19.417323,5,0.349523,0.378312,0.000695,0.031648,0.031651,0.000765,0.288956,44877,Larry Ogunjobi,19.417323,5
DE,15.599567,5,0.355576,0.383398,0.000784,0.029335,0.029339,0.000668,0.267615,44886,Chris Wormley,15.599567,5
OLB,2.691375,5,0.318973,0.338842,0.000014,0.011846,0.011848,0.000254,0.106803,52971,Jamir Jones,2.691375,5
CB,6.459237,5,0.341388,0.366126,0.000324,0.022011,0.022015,0.000462,0.201445,44878,Ahkello Witherspoon,6.459237,5
FS,17.595664,5,0.363551,0.395682,0.001168,0.043782,0.043787,0.000942,0.400533,46097,Terrell Edmunds,17.595664,5
NT,7.27146,5,0.339956,0.363398,0.000185,0.018916,0.018919,0.000424,0.17164,35449,Tyson Alualu,7.27146,5
CB,6.263431,5,0.348101,0.372327,0.000476,0.018131,0.018133,0.000548,0.177471,46775,J.C. Jackson,6.263431,7
DE,5.653854,5,0.351277,0.374697,0.000734,0.015056,0.015058,0.000636,0.150304,53547,Chris Rumph,5.653854,7
DT,5.290068,5,0.35208,0.375952,0.000643,0.015654,0.015657,0.000528,0.15549,47811,Jerry Tillery,5.290068,7
FS,25.216575,5,0.377081,0.4071,0.002186,0.039214,0.039219,0.001064,0.367176,42116,Adrian Phillips,25.216575,4
FS,14.159284,5,0.362865,0.389232,0.00087,0.029981,0.029985,0.000708,0.277456,52445,Kyle Dugger,14.159284,4
TE,3.442045,4,0.358974,0.378571,0.000929,0.013928,0.013927,0.000431,0.134609,45339,Pharaoh Brown,3.442045,7
ILB,22.577478,5,0.37037,0.397576,0.000835,0.032539,0.032542,0.000776,0.302396,47826,Jahlani Tavai,22.577478,4
DE,28.952785,5,0.377914,0.412673,0.006226,0.046219,0.046226,0.001508,0.434412,44944,Deatrich Wise,28.952785,4
OLB,27.401702,5,0.380247,0.411115,0.002894,0.039643,0.039648,0.001164,0.37214,43435,Matt Judon,27.401702,4
CB,9.318672,5,0.357392,0.384037,0.001087,0.026244,0.026248,0.000714,0.244444,54586,Jack Jones,9.318672,4
ILB,40.567459,5,0.37903,0.412154,0.002805,0.046613,0.046617,0.001324,0.436323,46212,Ja'Whaun Bentley,40.567459,4
FS,17.094367,5,0.37225,0.402413,0.002608,0.038703,0.038709,0.001017,0.361106,35466,Devin McCourty,17.094367,4
CB,7.7641,5,0.367279,0.394513,0.00096,0.030322,0.030327,0.000697,0.281682,43522,Jalen Mills,7.7641,6
ILB,14.46872,5,0.368686,0.396591,0.000947,0.029583,0.029587,0.000723,0.276701,47938,Mack Wilson,14.46872,4
OLB,13.701561,5,0.35313,0.379113,0.001336,0.021967,0.02197,0.0008,0.207023,52495,Anfernee Jennings,13.701561,4
DE,2.459789,5,0.317264,0.335335,0.000059,0.007266,0.007267,0.000246,0.06671,54665,Sam Roberts,2.459789,4
DT,3.449461,5,0.345524,0.367522,0.000386,0.012914,0.012916,0.000443,0.121737,46504,Daniel Ekuale,3.449461,4
NT,24.726098,5,0.369039,0.396136,0.00103,0.027658,0.027661,0.000769,0.260141,44991,Davon Godchaux,24.726098,4
CB,15.491565,5,0.37216,0.40263,0.001537,0.038903,0.038908,0.000947,0.361513,52991,Myles Bryant,15.491565,4
ILB,8.825186,5,0.358473,0.384177,0.000721,0.025136,0.025139,0.000644,0.233975,44866,Raekwon McMillan,8.825186,4
T,4.460074,5,0.342451,0.364188,0.000333,0.015217,0.015215,0.000547,0.143288,43297,Jack Conklin,4.460074,4
NT,4.837005,5,0.343904,0.365942,0.000095,0.0145,0.014502,0.000327,0.133876,42433,Carl Davis,4.837005,4
WR,0.650283,5,0.31371,0.329221,0.000002,0.004901,0.004901,0.000189,0.045178,54667,Mike Woods,0.650283,3
RB,2.106583,5,0.317133,0.332305,0.000177,0.004938,0.004938,0.000273,0.046153,47605,D'Ernest Johnson,2.106583,5
CB,0.220723,6,0.278986,0.294675,0,0.002754,0.002755,0.000146,0.025423,53589,Shaun Wade,0.220723,5
ILB,0.220723,6,0.279137,0.294838,0,0.002733,0.002734,0.000147,0.025093,53059,Kristian Welch,0.220723,5
DE,12.190889,5,0.359897,0.388398,0.001043,0.02857,0.028573,0.000758,0.263776,52578,Broderick Washington,12.190889,5
WR,1.946697,5,0.336759,0.353571,0.000059,0.007098,0.007099,0.000237,0.070177,53449,Kadarius Toney,1.946697,7
WR,9.74033,5,0.342908,0.364924,0.000275,0.018832,0.01883,0.000598,0.179498,53478,Rondale Moore,9.74033,6
TE,1.911238,5,0.328148,0.345216,0.000031,0.007784,0.007783,0.00029,0.074344,46797,Tanner Hudson,1.911238,6
WR,6.058073,5,0.344134,0.36789,0.000394,0.017367,0.017365,0.000602,0.165289,46309,Richie James,6.058073,5
RB,91.466085,5,0.371801,0.418063,0.011093,0.073268,0.073256,0.002444,0.697961,46071,Saquon Barkley,91.466085,5
DT,10.187043,5,0.351277,0.375444,0.000505,0.019066,0.019068,0.000489,0.177935,53467,Christian Barmore,10.187043,4
WR,2.772878,5,0.333117,0.352132,0.000054,0.01256,0.012558,0.000348,0.116305,48489,David Sills,2.772878,5
RB,14.393237,5,0.345601,0.368171,0.000543,0.017917,0.017915,0.000628,0.173207,46526,Darrel Williams,14.393237,7
QB,0.986051,5,0.298797,0.315779,0.000687,0.005553,0.005552,0.000401,0.052466,43490,Brandon Allen,0.986051,5
WR,3.805814,5,0.326271,0.344903,0.000083,0.011084,0.011083,0.000385,0.103507,43329,Sterling Shepard,3.805814,6
TE,0.758481,5,0.310359,0.325584,0,0.004742,0.004742,0.00019,0.044819,54520,Trey McBride,0.758481,5
SS,0.127551,6,0.261549,0.270595,0,0.000688,0.000688,0.000123,0.006315,52476,Ashtyn Davis,0.127551,5
TE,2.498723,5,0.333622,0.353701,0.000108,0.012583,0.012581,0.000378,0.118708,48475,Chris Myarick,2.498723,5
RB,1.863354,5,0.305677,0.318387,0.000006,0.002846,0.002846,0.000169,0.026607,53625,Gary Brightwell,1.863354,7
WR,0.957514,5,0.316417,0.332024,0.000007,0.004776,0.004776,0.000196,0.044425,53558,Jaelon Darden,0.957514,6
WR,2.088446,5,0.307631,0.32592,0.000709,0.005166,0.005166,0.000352,0.048401,44990,Trent Taylor,2.088446,5
T,3.111244,6,0.302376,0.319946,0.000069,0.005813,0.005812,0.000327,0.056241,43586,George Fant,3.111244,5
G,1.470588,5,0.314093,0.329264,0.000052,0.004982,0.004981,0.000274,0.046561,52590,Michael Onwenu,1.470588,5
G,2.559774,5,0.333261,0.352251,0.000206,0.010035,0.010034,0.000388,0.094755,54494,Cole Strange,2.559774,5
WR,1.81793,5,0.315315,0.333074,0.000084,0.005877,0.005877,0.000324,0.055247,48471,Trenton Irwin,1.81793,5
CB,3.687976,5,0.321503,0.343084,0.000093,0.011848,0.011849,0.000359,0.112196,46699,Dee Delaney,3.687976,3
WR,5.633897,5,0.343443,0.364145,0.000395,0.014654,0.014653,0.000524,0.13902,46279,Braxton Berrios,5.633897,0
WR,5.280132,5,0.337793,0.358301,0.000303,0.013838,0.013836,0.000487,0.128045,53463,Elijah Moore,5.280132,5
TE,6.444536,5,0.35313,0.377781,0.000677,0.021021,0.021018,0.000671,0.198259,43324,Hunter Henry,6.444536,5
RB,20.585038,5,0.302911,0.326255,0.000353,0.013829,0.013827,0.000674,0.135272,46437,Gus Edwards,20.585038,3
CB,2.584303,5,0.30837,0.325119,0.000008,0.004865,0.004865,0.000217,0.04633,47829,Greedy Williams,2.584303,3
TE,1.866375,5,0.331968,0.350476,0.000047,0.008511,0.008511,0.000312,0.081274,47852,Josh Oliver,1.866375,3
ILB,4.73586,5,0.323529,0.344848,0.000132,0.011289,0.01129,0.000421,0.105015,43341,Deion Jones,4.73586,5
G,2.389706,5,0.323597,0.340487,0.000233,0.007806,0.007805,0.000354,0.07422,46092,Isaiah Wynn,2.389706,5
T,4.411765,5,0.334637,0.355065,0.000224,0.013181,0.013179,0.000457,0.122428,42587,Trenton Brown,4.411765,5
DT,8.640703,5,0.358223,0.384513,0.002334,0.016871,0.016874,0.000837,0.172766,43791,Morgan Fox,8.640703,7
DT,3.571429,5,0.29485,0.307608,0.000347,0.002097,0.002098,0.000268,0.020105,53050,Domenique Davis,3.571429,5
T,1.470588,5,0.306773,0.322165,0.000021,0.004894,0.004893,0.000245,0.045838,53539,James Hudson,1.470588,5
TE,0.967921,5,0.317591,0.333885,0.000011,0.005207,0.005207,0.00022,0.049494,54683,Ko Kieft,0.967921,5
WR,5.200716,5,0.339282,0.361602,0.000463,0.019289,0.019287,0.000632,0.176402,44817,Corey Davis,5.200716,5
WR,5.193938,5,0.34329,0.364524,0.000435,0.015832,0.01583,0.000577,0.147467,45185,Kendrick Bourne,5.193938,5
RB,13.849426,5,0.352564,0.38053,0.000728,0.028198,0.028194,0.000779,0.265031,45186,Matt Breida,13.849426,5
C,4.044118,5,0.325513,0.345065,0.000206,0.009151,0.009149,0.000425,0.090674,42471,Jon Feliciano,4.044118,7
G,1.838235,5,0.320833,0.338214,0.000134,0.007004,0.007003,0.000345,0.067251,52666,Calvin Throckmorton,1.838235,5
WR,0.255102,6,0.289528,0.302781,0.000003,0.001878,0.001878,0.000146,0.01827,54570,Danny Gray,0.255102,0
G,1.654412,5,0.301488,0.317056,0.000071,0.004198,0.004197,0.000318,0.042145,47880,Bobby Evans,1.654412,1
G,2.205882,6,0.293613,0.310823,0.000027,0.00587,0.005869,0.000318,0.05888,40089,Oday Aboushi,2.205882,1
C,1.286765,5,0.317788,0.332576,0.000034,0.004668,0.004667,0.000245,0.045788,53543,Drew Dalman,1.286765,7
CB,1.66542,5,0.328148,0.346894,0.000161,0.009029,0.00903,0.000314,0.083958,54550,Marcus Jones,1.66542,4
G,1.838235,5,0.318248,0.335281,0.00007,0.006844,0.006843,0.000294,0.064289,52551,Ben Bredeson,1.838235,5
DE,0.183824,6,0.253373,0.261461,0,0.000323,0.000323,0.000128,0.003226,54871,DaMarcus Mitchell,0.183824,5
RB,1.863354,6,0.276332,0.289004,0,0.002033,0.002033,0.000169,0.020042,54648,Kevin Harris,1.863354,3
OLB,1.199536,5,0.289419,0.304459,0.000043,0.002101,0.002101,0.000239,0.021999,48117,Demetrius Flannigan-Fowles,1.199536,1
TE,1.929345,5,0.324963,0.342522,0.000051,0.007608,0.007607,0.000319,0.077158,53526,Tre' McKitty,1.929345,7
DE,0.66357,6,0.267129,0.279751,0.000013,0.00104,0.00104,0.000214,0.010978,46121,Kemoko Turay,0.66357,3
C,1.470588,5,0.313965,0.329307,0.000061,0.00487,0.004869,0.000279,0.046142,42883,David Andrews,1.470588,5
RB,0.434783,6,0.260796,0.270455,0,0.000418,0.000418,0.000128,0.004137,54592,Pierre Strong,0.434783,1
